Timestamp,Market_,25_perc_,50_perc_,75_perc_
1636329600000,FR,-0.1774998903274536,0.00011111112932364146,0.2974996566772461
1636329600000,NL,-0.13625013828277588,-0.0007777793539894952,0.09999895095825195
1636416000000,FR,-0.13499999046325684,0.00022941181326613705,0.20000028610229492
1636416000000,NL,-0.05000084638595581,0.0012727108868685636,0.11749911308288574
1636502400000,NL,-0.11599993705749512,0.0005000010132789612,0.13374996185302734
1636502400000,FR,-0.1999976634979248,0.0007198333740234375,0.22750139236450195
1636588800000,FR,-0.15000033378601074,0.0008333329525258806,0.19625067710876465
1636588800000,NL,-0.06850039958953857,0.04400014877319336,0.20000052452087402
1636675200000,FR,-0.05425006151199341,0.009999275207519531,0.41666507720947266
1636675200000,NL,-0.03750014305114746,0.013499870896339417,0.3150005340576172
